ANSI,State,County,sqmiles,y1997,y2002,y2007
a13057,GEORGIA,CHEROKEE,421.6546875,14531,11103,7176
a13059,GEORGIA,CLARKE,119.2,5539,5532,2953
a13061,GEORGIA,CLAY,195.1375,23753,22092,23756
a13063,GEORGIA,CLAYTON,141.5484375,3446,1671,553
a13065,GEORGIA,CLINCH,800.2921875,4659,2990,6021
a13067,GEORGIA,COBB,339.4953125,4699,3489,3154
a13069,GEORGIA,COFFEE,575.1375,111814,87145,98913
a13071,GEORGIA,COLQUITT,544.15625,146875,134060,114626
a13073,GEORGIA,COLUMBIA,289.925,9462,4987,4676
a13075,GEORGIA,COOK,227.1609375,54801,40431,38431
a13077,GEORGIA,COWETA,440.878125,20935,19852,18648
a13079,GEORGIA,CRAWFORD,324.8953125,18253,15143,15076
a13081,GEORGIA,CRISP,272.5671875,76919,70609,49246
a13083,GEORGIA,DADE,173.978125,10978,10670,7382
a13085,GEORGIA,DAWSON,210.834375,8947,5758,4344
a13089,GEORGIA,DE KALB,267.575,1543,625,574
a13087,GEORGIA,DECATUR,596.790625,104646,91943,106518
a13091,GEORGIA,DODGE,495.9078125,65463,44735,46563
a13093,GEORGIA,DOOLY,391.9421875,128729,116628,106558
a13095,GEORGIA,DOUGHERTY,328.665625,44285,32231,33055
a13097,GEORGIA,DOUGLAS,200.028125,3694,3341,2937
a13099,GEORGIA,EARLY,511.3203125,107245,89023,99495
a13101,GEORGIA,ECHOLS,414.9546875,4842,10706,6797
a13103,GEORGIA,EFFINGHAM,477.684375,25010,17575,14725
a13105,GEORGIA,ELBERT,351.0203125,28307,26103,19185
a13107,GEORGIA,EMANUEL,680.5875,61309,56180,54865
a13109,GEORGIA,EVANS,182.85,21638,18765,23428
a13111,GEORGIA,FANNIN,385.609375,6213,6401,4539
a13113,GEORGIA,FAYETTE,194.3390625,9930,8612,2679
a13115,GEORGIA,FLOYD,509.9046875,37694,30543,28021
a13117,GEORGIA,FORSYTH,224.025,15133,14080,5728
a13119,GEORGIA,FRANKLIN,261.8953125,42973,37421,25948
a13121,GEORGIA,FULTON,526.6421875,11438,8576,3644
a13123,GEORGIA,GILMER,426.696875,9326,8051,9589
a13125,GEORGIA,GLASCOCK,143.7359375,8052,6338,6575
a13127,GEORGIA,GLYNN,419.7484375,715,1048,427
a13129,GEORGIA,GORDON,355.5328125,42348,37778,31063
a13131,GEORGIA,GRADY,454.5328125,73360,58503,56411
a13133,GEORGIA,GREENE,387.40625,22239,19565,13657
a13135,GEORGIA,GWINNETT,430.3640625,10220,6467,3266
a13137,GEORGIA,HABERSHAM,276.734375,16097,13186,8361
a13139,GEORGIA,HALL,392.7765625,26617,20584,15352
a13141,GEORGIA,HANCOCK,470.5015625,7769,8278,8575
a13143,GEORGIA,HARALSON,282.121875,14874,10799,11250
a13145,GEORGIA,HARRIS,463.7703125,13549,13850,11940
a13147,GEORGIA,HART,232.240625,37923,33397,28844
a13149,GEORGIA,HEARD,296.0203125,12237,9391,5858
a13151,GEORGIA,HENRY,322.0140625,20432,16747,8295
a13153,GEORGIA,HOUSTON,375.534375,49678,38798,20327
a13155,GEORGIA,IRWIN,354.2359375,84799,80962,88253
a13157,GEORGIA,JACKSON,339.65625,38938,42903,24479
a13159,GEORGIA,JASPER,368.253125,19994,14044,12418
a13161,GEORGIA,JEFF DAVIS,330.7515625,38061,27011,38058
a13163,GEORGIA,JEFFERSON,526.4796875,84644,73477,61702
a13165,GEORGIA,JENKINS,347.2765625,42986,38801,41973
a13167,GEORGIA,JOHNSON,303.00625,39589,29380,21167
a13169,GEORGIA,JONES,393.771875,11740,8917,8575
a13171,GEORGIA,LAMAR,183.4875,23366,16673,13065
a13173,GEORGIA,LANIER,185.4390625,15620,19555,21779
a13175,GEORGIA,LAURENS,807.275,86408,67926,55331
a13177,GEORGIA,LEE,355.8125,78102,52623,50228
a13179,GEORGIA,LIBERTY,488.75625,2584,3784,1212
a13181,GEORGIA,LINCOLN,210.36875,12315,8998,6921
a13183,GEORGIA,LONG,400.3328125,3700,5647,4842
a13185,GEORGIA,LOWNDES,496.0203125,38328,30795,27761
a13187,GEORGIA,LUMPKIN,282.9890625,9523,6181,5024
a13193,GEORGIA,MACON,400.6859375,68701,62430,53960
a13195,GEORGIA,MADISON,282.2953125,36023,30198,25316
a13197,GEORGIA,MARION,365.9984375,17825,18080,14619
a13189,GEORGIA,MCDUFFIE,257.5015625,18856,15869,9588
a13191,GEORGIA,MCINTOSH,424.234375,734,1315,2596
a13199,GEORGIA,MERIWETHER,501.2171875,21925,20398,22228
a13201,GEORGIA,MILLER,282.421875,82090,69650,65764
a13205,GEORGIA,MITCHELL,511.815625,142962,109451,126613
a13207,GEORGIA,MONROE,395.640625,14713,12921,9075
a13209,GEORGIA,MONTGOMERY,239.6265625,21781,21680,17351
a13211,GEORGIA,MORGAN,347.6578125,44623,40099,30996
a13213,GEORGIA,MURRAY,344.4109375,20392,15342,15266
a13215,GEORGIA,MUSCOGEE,216.3453125,1809,7425,2830
a13217,GEORGIA,NEWTON,271.68125,18440,15210,9910
a13219,GEORGIA,OCONEE,184.321875,20527,20786,13612
a13221,GEORGIA,OGLETHORPE,439.0359375,26677,17847,23695
a13223,GEORGIA,PAULDING,312.215625,8491,6483,3544
a13225,GEORGIA,PEACH,150.2546875,35957,23358,23530
a13227,GEORGIA,PICKENS,232.0421875,8063,6971,8047
a13229,GEORGIA,PIERCE,315.5,43137,40141,34871
a13231,GEORGIA,PIKE,216.090625,25698,17284,14528
a13233,GEORGIA,POLK,310.3265625,25346,20818,15518
a13235,GEORGIA,PULASKI,247.63125,64485,45789,34044
a13237,GEORGIA,PUTNAM,344.571875,14142,14308,12406
a13239,GEORGIA,QUITMAN,151.6015625,6267,5226,5467
a13241,GEORGIA,RABUN,369.9890625,5405,3641,2432
a13243,GEORGIA,RANDOLPH,428.2296875,63585,47998,55520
a13245,GEORGIA,RICHMOND,324.0390625,10665,5009,6286
a13247,GEORGIA,ROCKDALE,129.78125,4228,3128,1733
a13249,GEORGIA,SCHLEY,166.903125,16061,12911,9645
a13251,GEORGIA,SCREVEN,645.0921875,92273,87467,92017
a13253,GEORGIA,SEMINOLE,235.2421875,70142,56253,71031
a13255,GEORGIA,SPALDING,196.4625,14306,9060,7087
a13257,GEORGIA,STEPHENS,178.725,10394,8035,4192
a13259,GEORGIA,STEWART,458.3609375,16065,13011,11721
a13261,GEORGIA,SUMTER,482.690625,126041,84421,84749
a13263,GEORGIA,TALBOT,391.3796875,11214,7983,6665
a13265,GEORGIA,TALIAFERRO,194.6203125,5358,5506,5330
a13267,GEORGIA,TATTNALL,479.3984375,67041,58473,73482
a13269,GEORGIA,TAYLOR,376.684375,27678,30126,32591
a13271,GEORGIA,TELFAIR,437.23125,30200,26891,24224
a13273,GEORGIA,TERRELL,335.4578125,86850,68816,80125
a13275,GEORGIA,THOMAS,544.640625,87765,63029,93988
a13277,GEORGIA,TIFT,259.3390625,70199,54940,77274
a13279,GEORGIA,TOOMBS,364,43887,36916,30649
a13281,GEORGIA,TOWNS,166.546875,4805,3882,2344
a13283,GEORGIA,TREUTLEN,199.4390625,11366,10833,10541
a13285,GEORGIA,TROUP,413.978125,20718,13624,7606
a13287,GEORGIA,TURNER,285.3859375,64710,63907,65755
a13289,GEORGIA,TWIGGS,358.6546875,10923,11721,13501
a13291,GEORGIA,UNION,321.9203125,11508,9547,6110
a13293,GEORGIA,UPSON,323.4359375,15393,13242,12764
a13295,GEORGIA,WALKER,446.390625,42255,33756,22876
a13297,GEORGIA,WALTON,325.7,33831,27054,19323
a13299,GEORGIA,WARE,892.35,20714,19219,18896
a13301,GEORGIA,WARREN,284.3,15226,13802,10662
a13303,GEORGIA,WASHINGTON,678.440625,54685,47271,39763
a13305,GEORGIA,WAYNE,641.76875,37896,26003,24064
a13307,GEORGIA,WEBSTER,209.109375,29262,33170,26354
a13309,GEORGIA,WHEELER,295.4828125,19773,16793,17482
a13311,GEORGIA,WHITE,240.7296875,12787,12650,7004
a13313,GEORGIA,WHITFIELD,290.1953125,21257,20030,13800
a13315,GEORGIA,WILCOX,378.8671875,76882,52687,58141
a13317,GEORGIA,WILKES,469.478125,32770,30115,19328
a13319,GEORGIA,WILKINSON,446.4609375,9432,7563,9511
a13321,GEORGIA,WORTH,569.865625,126249,109509,111072
a13000,GEORGIA,,59424.77,#N/A,#N/A,#N/A
a15000,HAWAII,,10930.98,#N/A,#N/A,#N/A
a15001,HAWAII,HAWAII,4028.11875,102991,90778,81837
a15003,HAWAII,HONOLULU,599.790625,29237,29103,18896
a15007,HAWAII,KAUAI,622.453125,0,30510,22336
a15009,HAWAII,MAUI & KALWAO,1172.428125,0,60729,54557
a16001,IDAHO,ADA,1052.585938,91825,75491,66122
a16003,IDAHO,ADAMS,1363.06875,47534,35663,27759
a16005,IDAHO,BANNOCK,1112.025,168518,237265,184958
a16007,IDAHO,BEAR LAKE,974.7984375,119486,112786,101510
a16009,IDAHO,BENEWAH,776.1734375,82805,92411,83413
a16011,IDAHO,BINGHAM,2094.678125,388306,390291,362149
a16013,IDAHO,BLAINE,2643.803125,68853,52670,54197
a16015,IDAHO,BOISE,1899.1875,7050,6495,4137
a16017,IDAHO,BONNER,1737.657813,38014,33430,28834
a16019,IDAHO,BONNEVILLE,1866.001563,322787,333097,298578
a16021,IDAHO,BOUNDARY,1268.796875,54181,47706,43163
a16023,IDAHO,BUTTE,2231.85,73166,64817,61868
a16025,IDAHO,CAMAS,1074.514063,79168,83930,81416
a16027,IDAHO,CANYON,587.375,242491,203192,191719
a16029,IDAHO,CARIBOU,1764.175,275130,225260,228991
a16031,IDAHO,CASSIA,2565.110938,379914,422424,372773
a16033,IDAHO,CLARK,1764.229688,0,41729,45502
a16035,IDAHO,CLEARWATER,2457.332813,43407,38488,32386
a16037,IDAHO,CUSTER,4921.070313,62487,54736,46949
a16039,IDAHO,ELMORE,3074.654688,126075,124114,120841
a16041,IDAHO,FRANKLIN,663.6328125,148243,132313,131797
a16043,IDAHO,FREMONT,1863.540625,197942,168240,175719
a16045,IDAHO,GEM,560.89375,48696,41984,34919
a16047,IDAHO,GOODING,728.934375,0,120479,133793
a16049,IDAHO,IDAHO,8477.0125,227570,216533,218804
a16051,IDAHO,JEFFERSON,1093.53125,240459,220615,225134
a16053,IDAHO,JEROME,597.246875,162257,144525,157624
a16055,IDAHO,KOOTENAI,1244.471875,84283,67936,71166
a16057,IDAHO,LATAH,1076.023438,255781,251789,242862
a16059,IDAHO,LEMHI,4563.703125,81582,70253,53574
a16061,IDAHO,LEWIS,478.7828125,144045,156846,184110
a16063,IDAHO,LINCOLN,1201.417188,0,69758,68388
a16065,IDAHO,MADISON,469.221875,174514,152161,176069
a16067,IDAHO,MINIDOKA,757.5421875,0,203793,202668
a16069,IDAHO,NEZ PERCE,848.1140625,220971,196376,203591
a16071,IDAHO,ONEIDA,1200.059375,187932,237572,204325
a16073,IDAHO,OWYHEE,7665.55,157826,153094,136575
a16075,IDAHO,PAYETTE,406.7265625,0,57969,56068
a16077,IDAHO,POWER,1404.28125,364968,331400,351087
a16079,IDAHO,SHOSHONE,2630.154688,1936,2050,1319
a16081,IDAHO,TETON,449.4515625,102864,91979,85149
a16083,IDAHO,TWIN FALLS,1921.14375,310663,268011,267067
a16085,IDAHO,VALLEY,3664.86875,23748,16588,11443
a16087,IDAHO,WASHINGTON,1453.003125,106172,104352,88383
a16000,IDAHO,,83570.08,#N/A,#N/A,#N/A
a17001,ILLINOIS,ADAMS,855.184375,340629,354093,284687
a17003,ILLINOIS,ALEXANDER,235.5234375,58344,63129,36711
a17005,ILLINOIS,BOND,380.265625,157236,168843,203316
a17007,ILLINOIS,BOONE,280.6984375,132368,135203,128769
a17009,ILLINOIS,BROWN,305.571875,102318,91374,92148
a17011,ILLINOIS,BUREAU,868.7796875,449209,450193,439887
a17013,ILLINOIS,CALHOUN,253.709375,58387,55521,49579
a17015,ILLINOIS,CARROLL,444.2125,221168,215482,228142
a17017,ILLINOIS,CASS,375.8375,158743,166247,143608
a17019,ILLINOIS,CHAMPAIGN,996.2578125,550947,559248,536124
a17021,ILLINOIS,CHRISTIAN,708.9890625,367892,389376,430356
a17023,ILLINOIS,CLARK,501.45,224268,238974,206046
a17025,ILLINOIS,CLAY,468.321875,208589,209779,178258
a17027,ILLINOIS,CLINTON,474.053125,212521,227552,246393
a17029,ILLINOIS,COLES,508.2859375,238149,238586,235141
a17031,ILLINOIS,COOK,945.76875,30761,18781,6470
a17033,ILLINOIS,CRAWFORD,443.7203125,182667,183552,176560
a17035,ILLINOIS,CUMBERLAND,346.0140625,148707,154205,124539
a17037,ILLINOIS,DE KALB,631.284375,361295,345795,356193
a17039,ILLINOIS,DE WITT,397.4890625,198266,192809,185564
a17041,ILLINOIS,DOUGLAS,416.746875,241154,223202,252838
a17043,ILLINOIS,DU PAGE,327.540625,13752,6129,6388
a17045,ILLINOIS,EDGAR,623.371875,323155,330428,328303
a17047,ILLINOIS,EDWARDS,222.3859375,94612,104593,100512
a17049,ILLINOIS,EFFINGHAM,478.784375,225497,237823,204474
a17051,ILLINOIS,FAYETTE,716.4765625,275706,312729,254549
a17053,ILLINOIS,FORD,485.634375,298593,276567,258674
a17055,ILLINOIS,FRANKLIN,408.8703125,156921,155370,183694
a17057,ILLINOIS,FULTON,865.60625,322636,308784,280081
a17059,ILLINOIS,GALLATIN,323.090625,165538,131447,171632
a17061,ILLINOIS,GREENE,543.01875,261723,252259,214838
a17063,ILLINOIS,GRUNDY,418.065625,192192,200125,206081
a17065,ILLINOIS,HAMILTON,434.6671875,184900,205784,191879
a17067,ILLINOIS,HANCOCK,793.7296875,357851,360090,322151
a17069,ILLINOIS,HARDIN,177.5296875,26275,21802,16366
a17071,ILLINOIS,HENDERSON,378.8765625,174418,164063,143657
a17073,ILLINOIS,HENRY,823.2375,420168,439162,446100
a17075,ILLINOIS,IROQUOIS,1117.304688,632265,648406,646947
a17077,ILLINOIS,JACKSON,584.071875,166335,158754,177358
a17079,ILLINOIS,JASPER,494.484375,227659,242827,214426
a17081,ILLINOIS,JEFFERSON,571.00625,189532,215059,185983
a17083,ILLINOIS,JERSEY,369.065625,129085,138237,158075
a17085,ILLINOIS,JO DAVIESS,601.08125,195972,182624,196027
a17087,ILLINOIS,JOHNSON,343.9140625,74134,74317,53387
a17089,ILLINOIS,KANE,520.09375,201526,184769,181983
a17091,ILLINOIS,KANKAKEE,676.634375,340539,333821,376178
a17093,ILLINOIS,KENDALL,320.2125,160584,161129,160527
a17095,ILLINOIS,KNOX,716.3359375,321359,329354,301485
a17099,ILLINOIS,LA SALLE,1135.076563,561912,546471,614381
a17097,ILLINOIS,LAKE,443.7453125,42400,33476,28543
a17101,ILLINOIS,LAWRENCE,372.178125,162939,175803,179068
a17103,ILLINOIS,LEE,725.25625,376639,369736,377611
a17105,ILLINOIS,LIVINGSTON,1044.014063,591332,611929,599112
a17107,ILLINOIS,LOGAN,618.0515625,361449,342890,303129
a17115,ILLINOIS,MACON,580.7234375,305744,302838,280663
a17117,ILLINOIS,MACOUPIN,862.9203125,342644,369848,336959
a17119,ILLINOIS,MADISON,715.515625,251404,262487,284553
a17121,ILLINOIS,MARION,572.609375,203340,214970,212144
a17123,ILLINOIS,MARSHALL,386.05625,199590,170888,183523
a17125,ILLINOIS,MASON,539.209375,263026,259687,251297
a17127,ILLINOIS,MASSAC,237.1546875,87488,100000,65005
a17109,ILLINOIS,MCDONOUGH,589.409375,296976,280828,267215
a17111,ILLINOIS,MCHENRY,603.265625,226425,212319,198762
a17113,ILLINOIS,MCLEAN,1183.357813,671966,659423,647350
a17129,ILLINOIS,MENARD,314.2640625,153911,139523,150934
a17131,ILLINOIS,MERCER,560.909375,265012,252499,265243
a17133,ILLINOIS,MONROE,385.0171875,156452,147814,148732
a17135,ILLINOIS,MONTGOMERY,703.69375,324628,327091,314991
a17137,ILLINOIS,MORGAN,568.796875,270622,254407,281053
a17139,ILLINOIS,MOULTRIE,335.5953125,167225,176831,159120
a17141,ILLINOIS,OGLE,758.871875,349659,331199,333550
a17143,ILLINOIS,PEORIA,619.35625,227376,228109,220243
a17145,ILLINOIS,PERRY,441.0515625,148793,165374,171774
a17147,ILLINOIS,PIATT,439.603125,247438,251066,259548
a17149,ILLINOIS,PIKE,830.3125,343758,323704,288091
a17151,ILLINOIS,POPE,368.86875,46583,49106,30871
a17153,ILLINOIS,PULASKI,199.19375,73024,73445,83161
a17155,ILLINOIS,PUTNAM,159.7953125,65098,62560,53930
a17157,ILLINOIS,RANDOLPH,575.4921875,211211,205706,202344
a17159,ILLINOIS,RICHLAND,359.9984375,175777,191195,185617
a17161,ILLINOIS,ROCK ISLAND,426.7515625,138314,140061,148749
a17165,ILLINOIS,SALINE,379.809375,118498,112589,96241
a17167,ILLINOIS,SANGAMON,868.1828125,438976,436471,485192
a17169,ILLINOIS,SCHUYLER,437.315625,144015,143071,138362
a17171,ILLINOIS,SCOTT,250.9140625,116695,94153,108960
a17173,ILLINOIS,SHELBY,758.4078125,377535,374811,346962
a17163,ILLINOIS,ST CLAIR,657.7421875,240200,249638,284759
a17175,ILLINOIS,STARK,288.075,165525,162622,159819
a17177,ILLINOIS,STEPHENSON,564.23125,283211,292552,306929
a17179,ILLINOIS,TAZEWELL,648.8953125,308299,301970,306393
a17181,ILLINOIS,UNION,413.459375,102936,103405,74976
a17183,ILLINOIS,VERMILION,898.2234375,458769,428904,428098
a17185,ILLINOIS,WABASH,223.3296875,112763,101951,104890
a17187,ILLINOIS,WARREN,542.40625,280487,287064,260628
a17189,ILLINOIS,WASHINGTON,562.3890625,281320,301724,324924
a17191,ILLINOIS,WAYNE,713.8265625,277113,307861,284346
a17193,ILLINOIS,WHITE,494.765625,226275,245505,265834
a17195,ILLINOIS,WHITESIDE,684.6671875,358873,348147,376447
a17197,ILLINOIS,WILL,837.2671875,280854,253270,208874
a17199,ILLINOIS,WILLIAMSON,420.13125,71709,75515,64773
a17201,ILLINOIS,WINNEBAGO,513.7109375,178807,174891,162619
a17203,ILLINOIS,WOODFORD,527.9171875,277382,283467,267323
a17000,ILLINOIS,,57914.38,#N/A,#N/A,#N/A
a18001,INDIANA,ADAMS,339.0296875,194729,209342,165835
a18003,INDIANA,ALLEN,657.178125,254339,256623,230416
a18005,INDIANA,BARTHOLOMEW,406.89375,148743,142687,148255
a18007,INDIANA,BENTON,406.3046875,250273,237402,262575
a18009,INDIANA,BLACKFORD,165.0765625,76285,88191,77137
a18011,INDIANA,BOONE,422.8328125,212975,212563,210483
a18013,INDIANA,BROWN,312.2484375,11279,9833,8215
a18015,INDIANA,CARROLL,372.2296875,200633,185318,178177
a18017,INDIANA,CASS,412.1578125,184356,186782,208479
a18019,INDIANA,CLARK,372.5671875,79021,72008,61027
a18021,INDIANA,CLAY,357.5390625,136152,125629,134068
a18023,INDIANA,CLINTON,405.121875,223839,231157,244813
a18025,INDIANA,CRAWFORD,305.63125,32279,26118,17136
a18027,INDIANA,DAVIESS,429.4703125,190750,178718,173812
a18033,INDIANA,DE KALB,362.9,139214,153082,135150
a18029,INDIANA,DEARBORN,305.0390625,48893,41053,35833
a18031,INDIANA,DECATUR,372.5640625,172336,181234,183719
a18035,INDIANA,DELAWARE,392.1328125,161774,176513,143432
a18037,INDIANA,DUBOIS,427.2703125,139779,140634,135172
a18039,INDIANA,ELKHART,463.9125,167460,175682,141649
a18041,INDIANA,FAYETTE,214.946875,85796,84693,75760
a18043,INDIANA,FLOYD,147.5203125,20123,15632,13785
a18045,INDIANA,FOUNTAIN,395.7046875,175140,181922,163135
a18047,INDIANA,FRANKLIN,384.40625,93700,92557,85367
a18049,INDIANA,FULTON,368.390625,154320,174478,165897
a18051,INDIANA,GIBSON,487.46875,214561,190584,209283
a18053,INDIANA,GRANT,414.0875,182015,185139,191061
a18055,INDIANA,GREENE,541.7171875,148207,117715,119099
a18057,INDIANA,HAMILTON,394.2796875,131408,128394,114304
a18059,INDIANA,HANCOCK,306.0140625,158582,152369,159252
a18061,INDIANA,HARRISON,484.70625,115992,108231,99095
a18063,INDIANA,HENDRICKS,406.8890625,154968,165835,157591
a18065,INDIANA,HENRY,391.8890625,164814,156758,157458
a18067,INDIANA,HOWARD,293.0578125,140733,147423,151611
a18069,INDIANA,HUNTINGTON,382.653125,169593,182766,184951
a18071,INDIANA,JACKSON,509.2609375,158501,161732,165499
a18073,INDIANA,JASPER,559.61875,258036,259680,315634
a18075,INDIANA,JAY,383.884375,158512,173157,176787
a18077,INDIANA,JEFFERSON,360.7296875,81394,70292,67070
a18079,INDIANA,JENNINGS,376.5796875,92321,108943,105121
a18081,INDIANA,JOHNSON,320.4421875,123775,121090,128885
a18083,INDIANA,KNOX,515.925,258365,272637,308052
a18085,INDIANA,KOSCIUSKO,531.396875,215734,224999,218735
a18091,INDIANA,LA PORTE,598.2890625,230053,221809,231890
a18087,INDIANA,LAGRANGE,379.634375,163647,153318,127142
a18089,INDIANA,LAKE,496.859375,142192,117465,121424
a18093,INDIANA,LAWRENCE,448.775,101938,86633,68084
a18095,INDIANA,MADISON,451.915625,210816,228807,204074
a18097,INDIANA,MARION,396.375,24443,19531,14233
a18099,INDIANA,MARSHALL,443.6296875,180012,178660,155981
a18101,INDIANA,MARTIN,335.440625,46269,42052,40235
a18103,INDIANA,MIAMI,373.8421875,177869,171728,156275
a18105,INDIANA,MONROE,394.3125,39083,33755,27096
a18107,INDIANA,MONTGOMERY,504.6125,243803,245803,271147
a18109,INDIANA,MORGAN,403.96875,112401,88996,92985
a18111,INDIANA,NEWTON,401.76875,193787,168581,176285
a18113,INDIANA,NOBLE,410.84375,151496,146225,130149
a18115,INDIANA,OHIO,86.140625,17568,13774,10208
a18117,INDIANA,ORANGE,398.3859375,77115,65520,58813
a18119,INDIANA,OWEN,385.165625,71579,61760,53510
a18121,INDIANA,PARKE,444.6546875,147992,123272,131647
a18123,INDIANA,PERRY,381.415625,45342,39052,35963
a18125,INDIANA,PIKE,334.2375,70997,63493,58813
a18127,INDIANA,PORTER,418.1859375,125707,133231,106059
a18129,INDIANA,POSEY,409.68125,182163,174258,186790
a18131,INDIANA,PULASKI,433.653125,216577,206029,213257
a18133,INDIANA,PUTNAM,480.3953125,154313,144305,130588
a18135,INDIANA,RANDOLPH,452.38125,202101,236943,210531
a18137,INDIANA,RIPLEY,446.4296875,126180,132766,120895
a18139,INDIANA,RUSH,408.253125,210271,204901,201582
a18143,INDIANA,SCOTT,190.3984375,42974,52901,48233
a18145,INDIANA,SHELBY,411.140625,189115,185044,193981
a18147,INDIANA,SPENCER,396.2015625,142140,124543,110815
a18141,INDIANA,ST. JOSEPH,457.8125,143335,148647,163596
a18149,INDIANA,STARKE,309.4453125,117938,116200,132761
a18151,INDIANA,STEUBEN,308.6296875,104218,90013,85351
a18153,INDIANA,SULLIVAN,447.2015625,157032,153391,157852
a18155,INDIANA,SWITZERLAND,220.85625,35302,32065,25402
a18157,INDIANA,TIPPECANOE,499.8046875,224589,200385,199795
a18159,INDIANA,TIPTON,260.5453125,150862,142922,159400
a18161,INDIANA,UNION,161.2484375,70946,72301,63741
a18163,INDIANA,VANDERBURGH,232.7265625,68033,76068,67241
a18165,INDIANA,VERMILLION,256.8765625,101320,96192,112886
a18167,INDIANA,VIGO,403.33125,98147,104565,103045
a18169,INDIANA,WABASH,412.29375,165666,189738,180439
a18171,INDIANA,WARREN,364.8890625,164447,151809,178681
a18173,INDIANA,WARRICK,383.4875,81660,75224,88934
a18175,INDIANA,WASHINGTON,513.5453125,129540,123355,137866
a18177,INDIANA,WAYNE,401.76875,146141,142423,138041
a18179,INDIANA,WELLS,368.0875,186161,211003,184131
a18181,INDIANA,WHITE,505.115625,256709,259592,301049
a18183,INDIANA,WHITLEY,335.49375,141369,150359,118326
a18000,INDIANA,,36417.73,#N/A,#N/A,#N/A
a19001,IOWA,ADAIR,569.271875,295455,307072,243656
a19003,IOWA,ADAMS,423.440625,189305,182288,167805
a19005,IOWA,ALLAMAKEE,639.553125,186440,191600,164379
a19007,IOWA,APPANOOSE,496.1484375,185843,159649,120442
a19009,IOWA,AUDUBON,442.965625,256533,233685,245172
a19011,IOWA,BENTON,716.428125,386987,358106,356254
a19013,IOWA,BLACK HAWK,565.7515625,269234,252577,263232
a19015,IOWA,BOONE,571.5734375,309665,280874,301744
a19017,IOWA,BREMER,435.4765625,216957,231155,222988
a19019,IOWA,BUCHANAN,571.021875,312318,311313,330796
a19021,IOWA,BUENA VISTA,574.865625,335328,315058,335772
a19023,IOWA,BUTLER,580.1375,303180,295736,343222
a19025,IOWA,CALHOUN,569.975,325377,320259,339478
a19027,IOWA,CARROLL,569.234375,331758,331279,329601
a19029,IOWA,CASS,564.271875,297721,295833,264109
a19031,IOWA,CEDAR,579.434375,301306,297936,299686
a19033,IOWA,CERRO GORDO,568.315625,292820,303106,319671
a19035,IOWA,CHEROKEE,576.91875,294722,289810,275527
a19037,IOWA,CHICKASAW,504.3859375,250019,241508,260520
a19039,IOWA,CLARKE,431.16875,155844,143286,105505
a19041,IOWA,CLAY,567.24375,270285,284540,304774
a19043,IOWA,CLAYTON,778.796875,343165,314957,296098
a19045,IOWA,CLINTON,694.9046875,336344,345223,355595
a19047,IOWA,CRAWFORD,714.1953125,384377,394932,384715
a19049,IOWA,DALLAS,588.440625,299757,270200,263668
a19051,IOWA,DAVIS,502.1953125,195817,204480,131016
a19053,IOWA,DECATUR,531.859375,180257,172074,116729
a19055,IOWA,DELAWARE,577.690625,287061,300129,290993
a19057,IOWA,DES MOINES,416.1046875,160579,152463,157141
a19059,IOWA,DICKINSON,381.0890625,188457,187683,211532
a19061,IOWA,DUBUQUE,608.1828125,261077,241829,237390
a19063,IOWA,EMMET,395.8734375,214022,218608,233934
a19065,IOWA,FAYETTE,730.81875,353945,358251,355542
a19067,IOWA,FLOYD,500.6375,282795,267775,274051
a19069,IOWA,FRANKLIN,581.978125,325623,313287,345951
a19071,IOWA,FREMONT,511.1546875,284604,280347,214889
a19073,IOWA,GREENE,568.6359375,327076,317198,321744
a19075,IOWA,GRUNDY,501.8625,307722,305643,300828
a19077,IOWA,GUTHRIE,590.621875,248847,261377,282175
a19079,IOWA,HAMILTON,576.575,339952,326719,326254
a19081,IOWA,HANCOCK,571.0625,327734,308573,345604
a19083,IOWA,HARDIN,569.384375,322262,298014,307518
a19085,IOWA,HARRISON,696.828125,359940,367561,313508
a19087,IOWA,HENRY,434.3375,205511,198415,192814
a19089,IOWA,HOWARD,473.253125,246912,236615,248796
a19091,IOWA,HUMBOLDT,434.35625,254234,253275,256184
a19093,IOWA,IDA,431.5125,239925,240394,251150
a19095,IOWA,IOWA,586.4609375,279663,277436,281066
a19097,IOWA,JACKSON,636.0671875,241021,237680,191521
a19099,IOWA,JASPER,730.421875,373309,354676,378768
a19101,IOWA,JEFFERSON,435.5109375,185281,177246,145015
a19103,IOWA,JOHNSON,614.140625,256306,257747,282022
a19105,IOWA,JONES,575.6328125,277210,258665,271236
a19107,IOWA,KEOKUK,579.196875,271016,279904,255215
a19109,IOWA,KOSSUTH,972.734375,568479,559739,573301
a19111,IOWA,LEE,517.4421875,193601,201675,174371
a19113,IOWA,LINN,717.046875,302447,291743,295158
a19115,IOWA,LOUISA,401.76875,173430,169245,153487
a19117,IOWA,LUCAS,430.746875,163274,134167,91187
a19119,IOWA,LYON,587.65625,320989,304913,290911
a19121,IOWA,MADISON,561.009375,236285,210080,185223
a19123,IOWA,MAHASKA,570.9875,276999,278134,244728
a19125,IOWA,MARION,554.3171875,225618,214360,183327
a19127,IOWA,MARSHALL,572.309375,300378,302281,295278
a19129,IOWA,MILLS,437.453125,217480,220178,175012
a19131,IOWA,MITCHELL,468.946875,248227,263009,270836
