ANSI,State,County,sqmiles,y1940,y1950,y1960,y1970,y1980,y1990,y2000,y2010
a18155,INDIANA,SWITZERLAND,220.85625,0,0,0,0,6500,4200,0,6700
a18157,INDIANA,TIPPECANOE,499.8046875,0,0,0,0,80900,76200,94200,87400
a18159,INDIANA,TIPTON,260.5453125,0,0,0,0,64700,63500,72300,70100
a18161,INDIANA,UNION,161.2484375,0,0,0,0,17800,18000,28800,30700
a18163,INDIANA,VANDERBURGH,232.7265625,0,0,0,0,32300,32600,34200,28200
a18165,INDIANA,VERMILLION,256.8765625,0,0,0,0,39800,34500,21900,34600
a18167,INDIANA,VIGO,403.33125,0,0,0,0,53300,44600,52600,52700
a18169,INDIANA,WABASH,412.29375,0,0,0,0,63900,57200,82600,89000
a18171,INDIANA,WARREN,364.8890625,0,0,0,0,82400,71500,81700,69700
a18173,INDIANA,WARRICK,383.4875,0,0,0,0,36900,33800,37600,37800
a18175,INDIANA,WASHINGTON,513.5453125,0,0,0,0,9900,20000,37300,44200
a18177,INDIANA,WAYNE,401.76875,0,0,0,0,47200,41600,63000,63300
a18179,INDIANA,WELLS,368.0875,0,0,0,0,88800,74600,99700,100500
a18181,INDIANA,WHITE,505.115625,0,0,0,0,102000,88300,120500,98300
a18183,INDIANA,WHITLEY,335.49375,0,0,0,0,51300,49200,61300,63200
a18000,INDIANA,,36417.73,0,0,0,0,0,0,19600,7600
a19001,IOWA,ADAIR,569.271875,0,0,0,0,59300,66200,102000,102000
a19003,IOWA,ADAMS,423.440625,0,0,0,0,40100,41900,60000,65000
a19005,IOWA,ALLAMAKEE,639.553125,0,0,0,0,3400,4400,28000,32500
a19007,IOWA,APPANOOSE,496.1484375,0,0,0,0,41100,25400,39500,38600
a19009,IOWA,AUDUBON,442.965625,0,0,0,0,54000,68600,100000,97000
a19011,IOWA,BENTON,716.428125,0,0,0,0,114500,128000,166000,151500
a19013,IOWA,BLACK HAWK,565.7515625,0,0,0,0,94600,85300,117000,102500
a19015,IOWA,BOONE,571.5734375,0,0,0,0,120400,115000,132000,103000
a19017,IOWA,BREMER,435.4765625,0,0,0,0,75400,53200,91000,73500
a19019,IOWA,BUCHANAN,571.021875,0,0,0,0,93300,68500,125000,91500
a19021,IOWA,BUENA VISTA,574.865625,0,0,0,0,133100,136000,153000,145500
a19023,IOWA,BUTLER,580.1375,0,0,0,0,114400,82100,129000,110000
a19025,IOWA,CALHOUN,569.975,0,0,0,0,149000,150000,156000,130500
a19027,IOWA,CARROLL,569.234375,0,0,0,0,103400,112000,142000,113000
a19029,IOWA,CASS,564.271875,0,0,0,0,72800,85700,113000,108000
a19031,IOWA,CEDAR,579.434375,0,0,0,0,75100,75400,126000,110000
a19033,IOWA,CERRO GORDO,568.315625,0,0,0,0,112400,99800,134500,104000
a19035,IOWA,CHEROKEE,576.91875,0,0,0,0,96400,104000,136000,143500
a19037,IOWA,CHICKASAW,504.3859375,0,0,0,0,75500,61700,104000,91200
a19039,IOWA,CLARKE,431.16875,0,0,0,0,32400,25400,34000,37500
a19041,IOWA,CLAY,567.24375,0,0,0,0,128300,124000,142000,130500
a19043,IOWA,CLAYTON,778.796875,0,0,0,0,7100,4600,43000,51000
a19045,IOWA,CLINTON,694.9046875,0,0,0,0,69100,74800,125000,111500
a19047,IOWA,CRAWFORD,714.1953125,0,0,0,0,82200,105000,159000,151000
a19049,IOWA,DALLAS,588.440625,0,0,0,0,105900,102000,122000,108000
a19051,IOWA,DAVIS,502.1953125,0,0,0,0,51000,28500,43000,44600
a19053,IOWA,DECATUR,531.859375,0,0,0,0,40000,27200,39000,39900
a19055,IOWA,DELAWARE,577.690625,0,0,0,0,32900,27900,85000,53000
a19057,IOWA,DES MOINES,416.1046875,0,0,0,0,56800,54200,67000,64700
a19059,IOWA,DICKINSON,381.0890625,0,0,0,0,83600,71600,86000,87000
a19061,IOWA,DUBUQUE,608.1828125,0,0,0,0,2400,4600,37000,33400
a19063,IOWA,EMMET,395.8734375,0,0,0,0,97300,89700,103000,91500
a19065,IOWA,FAYETTE,730.81875,0,0,0,0,88000,67800,129000,107500
a19067,IOWA,FLOYD,500.6375,0,0,0,0,105300,93500,118000,100000
a19069,IOWA,FRANKLIN,581.978125,0,0,0,0,124400,118000,148000,115000
a19071,IOWA,FREMONT,511.1546875,0,0,0,0,114100,107000,121000,110500
a19073,IOWA,GREENE,568.6359375,0,0,0,0,135500,138000,150000,122500
a19075,IOWA,GRUNDY,501.8625,0,0,0,0,105000,110000,143000,128000
a19077,IOWA,GUTHRIE,590.621875,0,0,0,0,65800,75100,100000,89000
a19079,IOWA,HAMILTON,576.575,0,0,0,0,147000,132000,148000,112000
a19081,IOWA,HANCOCK,571.0625,0,0,0,0,124600,118000,139000,121000
a19083,IOWA,HARDIN,569.384375,0,0,0,0,111600,106000,136000,104500
a19085,IOWA,HARRISON,696.828125,0,0,0,0,109600,119000,143000,126000
a19087,IOWA,HENRY,434.3375,0,0,0,0,57900,55200,75000,65900
a19089,IOWA,HOWARD,473.253125,0,0,0,0,73200,65800,98000,90900
a19091,IOWA,HUMBOLDT,434.35625,0,0,0,0,110400,109000,118000,107000
a19093,IOWA,IDA,431.5125,0,0,0,0,62500,72400,108000,103000
a19095,IOWA,IOWA,586.4609375,0,0,0,0,46100,46600,86000,91500
a19097,IOWA,JACKSON,636.0671875,0,0,0,0,9900,9000,41000,54800
a19099,IOWA,JASPER,730.421875,0,0,0,0,88200,97500,144000,140500
a19101,IOWA,JEFFERSON,435.5109375,0,0,0,0,57300,54400,67000,59700
a19103,IOWA,JOHNSON,614.140625,0,0,0,0,61800,57300,89000,86500
a19105,IOWA,JONES,575.6328125,0,0,0,0,43800,43000,83000,66400
a19107,IOWA,KEOKUK,579.196875,0,0,0,0,64200,57800,92000,93000
a19109,IOWA,KOSSUTH,972.734375,0,0,0,0,247100,230000,251000,233500
a19111,IOWA,LEE,517.4421875,0,0,0,0,63700,54700,69000,62000
a19113,IOWA,LINN,717.046875,0,0,0,0,95200,82600,121000,103000
a19115,IOWA,LOUISA,401.76875,0,0,0,0,50300,54200,72000,64800
a19117,IOWA,LUCAS,430.746875,0,0,0,0,25800,19500,25000,30500
a19119,IOWA,LYON,587.65625,0,0,0,0,101800,114000,141000,132000
a19121,IOWA,MADISON,561.009375,0,0,0,0,56800,52600,68000,73200
a19123,IOWA,MAHASKA,570.9875,0,0,0,0,76900,73800,104000,97000
a19125,IOWA,MARION,554.3171875,0,0,0,0,56100,57600,72000,72400
a19127,IOWA,MARSHALL,572.309375,0,0,0,0,84400,79600,128000,122000
a19129,IOWA,MILLS,437.453125,0,0,0,0,80200,81100,95000,93200
a19131,IOWA,MITCHELL,468.946875,0,0,0,0,93600,74500,103000,88500
a19133,IOWA,MONONA,693.1671875,0,0,0,0,100300,110000,144000,146000
a19135,IOWA,MONROE,433.478125,0,0,0,0,26300,18200,32500,31700
a19137,IOWA,MONTGOMERY,424.1,0,0,0,0,69700,71400,88000,87500
a19139,IOWA,MUSCATINE,437.471875,0,0,0,0,50100,55700,76000,67300
a19141,IOWA,O BRIEN,573.0359375,0,0,0,0,136600,136000,153000,148500
a19143,IOWA,OSCEOLA,398.6875,0,0,0,0,102600,99700,111000,104500
a19145,IOWA,PAGE,534.9453125,0,0,0,0,85700,90600,99000,108000
a19147,IOWA,PALO ALTO,563.85,0,0,0,0,146100,127000,143000,124500
a19149,IOWA,PLYMOUTH,862.95,0,0,0,0,118700,144000,200000,196000
a19151,IOWA,POCAHONTAS,577.240625,0,0,0,0,154000,153000,162000,148500
a19153,IOWA,POLK,574.38125,0,0,0,0,94500,77900,87000,67500
a19155,IOWA,POTTAWATTAMIE,950.2734375,0,0,0,0,144800,163000,207000,210500
a19157,IOWA,POWESHIEK,584.94375,0,0,0,0,70100,72000,113000,113000
a19159,IOWA,RINGGOLD,535.5,0,0,0,0,52500,40000,49000,59100
a19161,IOWA,SAC,575.021875,0,0,0,0,109500,120000,146000,135000
a19163,IOWA,SCOTT,458.0890625,0,0,0,0,42400,48600,81000,67500
a19165,IOWA,SHELBY,590.7984375,0,0,0,0,79600,92700,139000,139000
a19167,IOWA,SIOUX,768.0203125,0,0,0,0,104500,130000,186000,163000
a19169,IOWA,STORY,572.8234375,0,0,0,0,131200,123000,142000,117000
a19171,IOWA,TAMA,721.2109375,0,0,0,0,105400,96000,143000,138500
a19173,IOWA,TAYLOR,531.903125,0,0,0,0,57300,53100,72000,85300
a19175,IOWA,UNION,423.65,0,0,0,0,30700,31800,51000,54500
a19177,IOWA,VAN BUREN,484.79375,0,0,0,0,47200,37000,48000,39300
a19179,IOWA,WAPELLO,431.834375,0,0,0,0,54500,45200,55000,53000
a19181,IOWA,WARREN,569.828125,0,0,0,0,56000,50300,67000,64400
a19183,IOWA,WASHINGTON,568.825,0,0,0,0,72200,69000,104000,91000
a19185,IOWA,WAYNE,525.40625,0,0,0,0,54300,39000,54000,58200
a19187,IOWA,WEBSTER,715.6234375,0,0,0,0,179300,169000,180000,151000
a19189,IOWA,WINNEBAGO,400.5578125,0,0,0,0,106400,83900,103000,87900
a19191,IOWA,WINNESHIEK,689.878125,0,0,0,0,18200,16200,74000,68000
a19193,IOWA,WOODBURY,872.915625,0,0,0,0,87600,94200,169000,168000
a19195,IOWA,WORTH,400.128125,0,0,0,0,91700,71200,99000,84600
a19197,IOWA,WRIGHT,580.4953125,0,0,0,0,164700,142000,158500,138500
a19000,IOWA,,56271.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a20001,KANSAS,ALLEN,500.3,0,0,16000,40530,59000,66000,68800,71000
a20003,KANSAS,ANDERSON,579.65625,0,0,24000,54340,61000,78000,76200,81500
a20005,KANSAS,ATCHISON,432.1453125,0,0,6000,23970,44500,47500,57500,65100
a20007,KANSAS,BARBER,1134.079688,0,0,0,0,700,1700,3700,6600
a20009,KANSAS,BARTON,895.4,0,0,150,230,5000,11600,23100,54000
a20011,KANSAS,BOURBON,635.4703125,0,0,14000,29500,45200,35000,38000,37000
a20013,KANSAS,BROWN,570.5515625,0,0,5000,36870,66200,80000,111300,114000
a20015,KANSAS,BUTLER,1427.732813,0,0,13000,14750,14900,30000,47800,74500
a20017,KANSAS,CHASE,773.0765625,0,0,2000,5990,8000,13900,21200,23000
a20019,KANSAS,CHAUTAUQUA,638.878125,0,0,3500,920,3100,4900,6500,8000
a20021,KANSAS,CHEROKEE,587.0546875,0,0,76000,108770,96700,102000,100100,97000
a20023,KANSAS,CHEYENNE,1019.960938,0,0,0,0,1600,1200,5000,9000
a20025,KANSAS,CLARK,974.6296875,0,0,0,60,0,100,600,0
a20027,KANSAS,CLAY,645.2578125,0,0,900,4610,12700,35200,58100,95200
a20029,KANSAS,CLOUD,715.5265625,0,0,200,2400,6300,16500,31100,60900
a20031,KANSAS,COFFEY,627.1,0,0,36000,44250,71800,69000,82200,80000
a20033,KANSAS,COMANCHE,788.3,0,0,0,0,1000,1600,2900,0
a20035,KANSAS,COWLEY,1126.128125,0,0,3500,7840,2900,7000,33300,70000
a20037,KANSAS,CRAWFORD,589.7546875,0,0,55000,59920,69100,78000,74300,67000
a20039,KANSAS,DECATUR,893.5328125,0,0,0,0,0,900,2400,0
a20041,KANSAS,DICKINSON,847.0640625,0,0,800,4140,7300,21300,47900,94000
a20043,KANSAS,DONIPHAN,392.525,0,0,3500,20280,51000,57000,73600,65200
a20045,KANSAS,DOUGLAS,455.8671875,0,0,18500,23050,34300,35000,40400,40500
a20047,KANSAS,EDWARDS,621.890625,0,0,150,120,15600,18900,25400,34800
a20049,KANSAS,ELK,644.2546875,0,0,2000,4180,8500,10000,11600,14000
a20051,KANSAS,ELLIS,899.8734375,0,0,50,70,100,100,1300,6600
a20053,KANSAS,ELLSWORTH,715.8421875,0,0,400,210,600,2100,4100,19000
a20055,KANSAS,FINNEY,1301.7375,0,0,150,270,1300,13800,13500,0
a20057,KANSAS,FORD,1098.290625,0,0,0,110,3600,9000,11400,11500
a20059,KANSAS,FRANKLIN,571.7546875,0,0,40000,40560,62000,67000,71700,77500
a20061,KANSAS,GEARY,384.615625,0,0,1000,2300,3600,6100,14300,18500
a20063,KANSAS,GOVE,1071.689063,0,0,70,0,300,100,3500,6100
a20065,KANSAS,GRAHAM,898.3671875,0,0,0,0,100,100,2300,11500
a20067,KANSAS,GRANT,574.78125,0,0,0,460,2800,1000,800,0
a20069,KANSAS,GRAY,868.8671875,0,0,0,350,5900,10000,13500,9900
a20071,KANSAS,GREELEY,778.4546875,0,0,0,180,0,200,900,0
a20073,KANSAS,GREENWOOD,1139.823438,0,0,9000,11980,15500,17500,26700,32700
a20075,KANSAS,HAMILTON,996.503125,0,0,0,0,0,0,700,0
a20077,KANSAS,HARPER,801.2640625,0,0,400,230,200,600,5300,23200
a20079,KANSAS,HARVEY,539.7296875,0,0,2000,6060,8900,22900,44900,89000
a20081,KANSAS,HASKELL,577.5359375,0,0,400,1200,3500,7300,13700,0
a20083,KANSAS,HODGEMAN,859.990625,0,0,250,30,300,900,2300,0
a20085,KANSAS,JACKSON,655.7765625,0,0,2600,11030,25000,31000,40600,46000
a20087,KANSAS,JEFFERSON,532.590625,0,0,6500,18440,37200,39000,44700,46000
a20089,KANSAS,JEWELL,909.80625,0,0,100,920,1500,7200,24100,81000
a20091,KANSAS,JOHNSON,473.3640625,0,0,11500,14750,34700,22500,29800,26000
a20093,KANSAS,KEARNY,870.5484375,0,0,150,90,900,3000,2700,0
a20095,KANSAS,KINGMAN,863.3609375,0,0,300,320,1700,5000,8600,24400
a20097,KANSAS,KIOWA,722.63125,0,0,0,60,7800,11200,18600,0
a20099,KANSAS,LABETTE,645.2953125,0,0,29000,42400,47500,52000,53200,70000
a20101,KANSAS,LANE,717.453125,0,0,0,0,300,300,5600,3600
a20103,KANSAS,LEAVENWORTH,462.89375,0,0,3500,6910,24500,25200,32300,32400
a20105,KANSAS,LINCOLN,719.3796875,0,0,0,70,1200,1100,7800,38400
a20107,KANSAS,LINN,594.021875,0,0,19000,27650,49100,39000,52300,59500
a20109,KANSAS,LOGAN,1072.989063,0,0,0,40,0,400,1000,0
a20111,KANSAS,LYON,847.4640625,0,0,32000,27650,33200,48000,69300,84000
a20115,KANSAS,MARION,944.2984375,0,0,1400,9220,8500,14200,36700,93900
a20117,KANSAS,MARSHALL,900.190625,0,0,6500,15670,58000,81000,121300,146500
a20113,KANSAS,MCPHERSON,898.29375,0,0,2500,9220,14400,24800,37400,91800
a20119,KANSAS,MEADE,978.1125,0,0,0,220,3300,5700,9200,10500
a20121,KANSAS,MIAMI,575.6765625,0,0,17000,20280,47200,42000,42800,49500
a20123,KANSAS,MITCHELL,699.915625,0,0,300,830,2400,4700,15000,50200
a20125,KANSAS,MONTGOMERY,643.4890625,0,0,11000,11980,22500,24400,41600,53500
a20127,KANSAS,MORRIS,695.275,0,0,1800,4370,6700,16400,36600,51000
a20129,KANSAS,MORTON,729.728125,0,0,0,140,200,100,800,0
a20131,KANSAS,NEMAHA,717.428125,0,0,300,6910,23000,37000,79300,110500
a20133,KANSAS,NEOSHO,571.5203125,0,0,20000,33180,48200,49000,54100,62500
a20135,KANSAS,NESS,1074.735938,0,0,0,370,100,200,4900,0
a20137,KANSAS,NORTON,878.134375,0,0,0,20,0,800,6800,24000
a20139,KANSAS,OSAGE,704.134375,0,0,35000,35030,45900,58000,65800,73000
a20141,KANSAS,OSBORNE,892.453125,0,0,0,370,600,2400,7500,41100
a20143,KANSAS,OTTAWA,720.759375,0,0,1300,3060,1300,6400,17600,52800
a20145,KANSAS,PAWNEE,754.2609375,0,0,1000,370,7800,14600,20500,28300
a20147,KANSAS,PHILLIPS,885.8765625,0,0,0,210,300,500,8400,26300
a20149,KANSAS,POTTAWATOMIE,841.0125,0,0,1000,4180,14500,20000,39000,45000
a20151,KANSAS,PRATT,734.9453125,0,0,200,50,9200,15000,20900,0
a20153,KANSAS,RAWLINS,1069.403125,0,0,50,90,300,500,2800,9500
a20155,KANSAS,RENO,1255.05,0,0,1500,1030,4300,12700,40000,97000
a20157,KANSAS,REPUBLIC,717.359375,0,0,200,3500,15600,30300,67800,109500
a20159,KANSAS,RICE,726.275,0,0,500,1100,3500,11100,20700,69100
a20161,KANSAS,RILEY,609.4109375,0,0,300,1840,6200,13700,24800,40000
a20163,KANSAS,ROOKS,890.55,0,0,0,70,100,200,7200,28800
a20165,KANSAS,RUSH,717.78125,0,0,0,120,400,1400,7100,11300
a20167,KANSAS,RUSSELL,885.134375,0,0,50,320,100,300,2600,15200
a20169,KANSAS,SALINE,719.665625,0,0,1300,2120,3100,7000,24300,50700
a20171,KANSAS,SCOTT,717.54375,0,0,0,740,1300,1100,3000,1300
a20173,KANSAS,SEDGWICK,997.2859375,0,0,16000,29500,12200,25500,38200,88300
a20175,KANSAS,SEWARD,639.415625,0,0,0,0,1600,2300,14100,12600
a20177,KANSAS,SHAWNEE,544.021875,0,0,4600,8300,13400,32000,38600,37700
a20179,KANSAS,SHERIDAN,895.959375,0,0,0,0,2900,3900,9500,0
a20181,KANSAS,SHERMAN,1056.067188,0,0,0,0,1300,2500,9700,6900
a20183,KANSAS,SMITH,895.4640625,0,0,20,170,1000,3300,13700,55200
a20185,KANSAS,STAFFORD,792.034375,0,0,100,190,8900,17100,26100,44100
a20187,KANSAS,STANTON,680.34375,0,0,0,870,3400,600,600,0
a20189,KANSAS,STEVENS,727.290625,0,0,0,370,1200,1200,5100,0
a20191,KANSAS,SUMNER,1181.9625,0,0,9000,23050,4700,8200,37900,128500
a20193,KANSAS,THOMAS,1074.670313,0,0,50,180,600,5100,14500,23000
a20195,KANSAS,TREGO,893.303125,0,0,30,210,100,100,1500,3500
a20197,KANSAS,WABAUNSEE,794.33125,0,0,2000,4430,8100,13100,28800,33300
a20199,KANSAS,WALLACE,913.6609375,0,0,0,320,400,800,800,0
a20201,KANSAS,WASHINGTON,894.75625,0,0,180,7350,20200,43300,70500,107000
a20203,KANSAS,WICHITA,718.5609375,0,0,50,1110,700,1800,3800,700
a20205,KANSAS,WILSON,570.4140625,0,0,7500,26730,32700,45000,65900,76000
a20207,KANSAS,WOODSON,497.828125,0,0,11500,18440,25100,29200,35100,36800
a20209,KANSAS,WYANDOTTE,151.5390625,0,0,1200,1110,2800,3600,4600,4300
a20000,KANSAS,,82276.84,0,0,0,0,0,0,0,120200
a21001,KENTUCKY,ADAIR,405.06875,0,0,0,0,600,800,1400,3700
a21003,KENTUCKY,ALLEN,344.4015625,0,0,0,0,8500,2400,1000,2000
a21005,KENTUCKY,ANDERSON,201.1140625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21007,KENTUCKY,BALLARD,246.84375,0,0,0,0,56000,41000,39800,40000
a21009,KENTUCKY,BARREN,487.6296875,0,0,0,0,6000,6000,5800,12500
a21011,KENTUCKY,BATH,278.7296875,0,0,0,0,600,1500,2000,3400
a21013,KENTUCKY,BELL,359.196875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21015,KENTUCKY,BOONE,246.3828125,0,0,0,0,1700,1600,1800,2000
a21017,KENTUCKY,BOURBON,289.765625,0,0,0,0,2600,3000,3000,4700
a21019,KENTUCKY,BOYD,159.6515625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21021,KENTUCKY,BOYLE,180.7546875,0,0,0,0,1200,1200,700,1400
a21023,KENTUCKY,BRACKEN,205.64375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21025,KENTUCKY,BREATHITT,492.41875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21027,KENTUCKY,BRECKINRIDGE,567.0109375,0,0,0,0,19500,11500,13600,20200
a21029,KENTUCKY,BULLITT,296.9078125,0,0,0,0,3500,3000,3900,4900
a21031,KENTUCKY,BUTLER,426.1375,0,0,0,0,19000,16500,12900,17800
a21033,KENTUCKY,CALDWELL,344.8546875,0,0,0,0,33500,15000,17800,28400
a21035,KENTUCKY,CALLOWAY,385.1671875,0,0,0,0,73000,42000,42900,42900
a21037,KENTUCKY,CAMPBELL,151.290625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21039,KENTUCKY,CARLISLE,189.290625,0,0,0,0,32500,25000,27000,28200
a21041,KENTUCKY,CARROLL,128.6421875,0,0,0,0,1600,2200,2100,2900
a21043,KENTUCKY,CARTER,409.4578125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21045,KENTUCKY,CASEY,444.3546875,0,0,0,0,3000,2000,1300,2900
a21047,KENTUCKY,CHRISTIAN,717.5203125,0,0,0,0,120000,72000,57600,65000
a21049,KENTUCKY,CLARK,252.578125,0,0,0,0,600,1100,1000,1900
a21051,KENTUCKY,CLAY,469.00625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21053,KENTUCKY,CLINTON,197.303125,0,0,0,0,700,600,600,1200
a21055,KENTUCKY,CRITTENDEN,359.8515625,0,0,0,0,27000,10000,10900,14500
a21057,KENTUCKY,CUMBERLAND,305.090625,0,0,0,0,800,1500,800,0
a21059,KENTUCKY,DAVIESS,457.4515625,0,0,0,0,100000,83000,71000,74400
a21061,KENTUCKY,EDMONSON,302.684375,0,0,0,0,6100,3500,2900,5800
a21063,KENTUCKY,ELLIOTT,234.2921875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21065,KENTUCKY,ESTILL,253.1921875,0,0,0,0,0,1000,0,1000
a21067,KENTUCKY,FAYETTE,283.7671875,0,0,0,0,1600,2400,2000,3600
a21069,KENTUCKY,FLEMING,348.625,0,0,0,0,2300,1500,2000,6500
a21071,KENTUCKY,FLOYD,393.075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21073,KENTUCKY,FRANKLIN,207.70625,0,0,0,0,800,700,1200,1700
a21075,KENTUCKY,FULTON,205.49375,0,0,0,0,72000,55000,48000,53300
a21077,KENTUCKY,GALLATIN,101.6609375,0,0,0,0,1100,1500,1100,0
a21079,KENTUCKY,GARRARD,229.9140625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21081,KENTUCKY,GRANT,257.803125,0,0,0,0,0,0,0,500
a21083,KENTUCKY,GRAVES,551.678125,0,0,0,0,116000,71000,72000,69700
a21085,KENTUCKY,GRAYSON,496.3859375,0,0,0,0,16000,7000,6600,11800
a21087,KENTUCKY,GREEN,285.95625,0,0,0,0,1500,1900,1800,5100
a21089,KENTUCKY,GREENUP,344.5453125,0,0,0,0,2400,1200,1000,0
a21091,KENTUCKY,HANCOCK,188.0015625,0,0,0,0,15000,13000,10500,11900
a21093,KENTUCKY,HARDIN,623.3515625,0,0,0,0,13000,16500,23200,30300
a21095,KENTUCKY,HARLAN,465.65625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21097,KENTUCKY,HARRISON,306.4625,0,0,0,0,1000,1400,1400,2400
a21099,KENTUCKY,HART,412.24375,0,0,0,0,900,800,1200,4100
a21101,KENTUCKY,HENDERSON,435.7984375,0,0,0,0,90000,88000,71500,76400
a21103,KENTUCKY,HENRY,286.2234375,0,0,0,0,1200,2400,2500,6700
a21105,KENTUCKY,HICKMAN,242.284375,0,0,0,0,68500,43000,45500,46200
a21107,KENTUCKY,HOPKINS,542.35625,0,0,0,0,44000,40000,38800,38700
a21109,KENTUCKY,JACKSON,345.3671875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21111,KENTUCKY,JEFFERSON,381.3484375,0,0,0,0,7200,2500,1600,0
a21113,KENTUCKY,JESSAMINE,172.1265625,0,0,0,0,600,600,800,0
a21115,KENTUCKY,JOHNSON,261.703125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21117,KENTUCKY,KENTON,160.2609375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21119,KENTUCKY,KNOTT,351.6578125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21121,KENTUCKY,KNOX,386.14375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21123,KENTUCKY,LARUE,261.728125,0,0,0,0,7100,11500,15700,22600
a21125,KENTUCKY,LAUREL,434.0703125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21127,KENTUCKY,LAWRENCE,415.7703125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21129,KENTUCKY,LEE,208.6578125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21131,KENTUCKY,LESLIE,400.965625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21133,KENTUCKY,LETCHER,337.996875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21135,KENTUCKY,LEWIS,482.8125,0,0,0,0,2200,1700,1800,4800
a21137,KENTUCKY,LINCOLN,333.9265625,0,0,0,0,0,2100,3900,5300
a21139,KENTUCKY,LIVINGSTON,313.2234375,0,0,0,0,28500,13000,12400,17700
a21141,KENTUCKY,LOGAN,552.1609375,0,0,0,0,87000,68000,57300,63300
a21143,KENTUCKY,LYON,214.146875,0,0,0,0,8000,3000,5100,6500
a21151,KENTUCKY,MADISON,437.55625,0,0,0,0,0,700,0,0
a21153,KENTUCKY,MAGOFFIN,308.68125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21155,KENTUCKY,MARION,343.2546875,0,0,0,0,5000,9000,8300,11000
a21157,KENTUCKY,MARSHALL,301.2484375,0,0,0,0,34500,15000,15900,15100
a21159,KENTUCKY,MARTIN,229.9359375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21161,KENTUCKY,MASON,239.971875,0,0,0,0,1100,1000,900,6400
a21145,KENTUCKY,MCCRACKEN,248.7640625,0,0,0,0,36000,26000,25500,21100
a21147,KENTUCKY,MCCREARY,426.7125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21149,KENTUCKY,MCLEAN,252.49375,0,0,0,0,60000,50000,48700,51000
a21163,KENTUCKY,MEADE,305.6375,0,0,0,0,9000,11000,12900,16400
a21165,KENTUCKY,MENIFEE,203.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21167,KENTUCKY,MERCER,248.615625,0,0,0,0,1200,2500,900,0
a21169,KENTUCKY,METCALFE,289.5796875,0,0,0,0,1000,1000,0,1500
a21171,KENTUCKY,MONROE,329.4578125,0,0,0,0,1900,1000,0,1100
a21173,KENTUCKY,MONTGOMERY,197.3203125,0,0,0,0,1100,1000,0,0
a21175,KENTUCKY,MORGAN,381.1203125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21177,KENTUCKY,MUHLENBERG,467.1421875,0,0,0,0,27000,15000,16100,21400
a21179,KENTUCKY,NELSON,418.7125,0,0,0,0,7500,8500,12000,16100
a21181,KENTUCKY,NICHOLAS,195.275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21183,KENTUCKY,OHIO,587.5453125,0,0,0,0,31500,30000,28500,33500
a21185,KENTUCKY,OLDHAM,187.325,0,0,0,0,4500,4100,3600,3800
a21187,KENTUCKY,OWEN,352.2828125,0,0,0,0,0,0,0,600
a21189,KENTUCKY,OWSLEY,197.4765625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a21191,KENTUCKY,PENDLETON,277.2453125,0,0,0,0,0,800,1100,1100
